viewer_id,subscription_start,subscription_status,months_subscribed,churned_after_show,age_group
V13204,2023-10-02,Cancelled,12,,35-44
V13205,2024-04-04,Cancelled,6,,18-24
V13206,2024-04-04,Active,6,,55+
V13207,2022-10-02,Active,24,,25-34
V13208,2024-04-04,Active,6,,35-44
V13209,2022-10-02,Paused,24,,35-44
V13210,2022-10-02,Active,24,,25-34
V13211,2024-04-04,Active,6,,35-44
V13212,2024-07-03,Active,3,,25-34
V13213,2021-10-02,Active,36,,45-54
V13214,2023-10-02,Active,12,,35-44
V13215,2022-10-02,Active,24,,55+
V13216,2024-07-03,Active,3,,45-54
V13217,2022-10-02,Paused,24,,35-44
V13218,2022-10-02,Cancelled,24,,45-54
V13219,2024-04-04,Cancelled,6,,25-34
V13220,2024-04-04,Active,6,,25-34
V13221,2024-09-01,Cancelled,1,,25-34
V13222,2024-09-01,Active,1,,25-34
V13223,2023-10-02,Active,12,,55+
V13224,2024-07-03,Active,3,,25-34
V13225,2024-09-01,Cancelled,1,,45-54
V13226,2024-07-03,Active,3,,25-34
V13227,2021-10-02,Active,36,,35-44
V13228,2024-04-04,Active,6,,25-34
V13229,2024-09-01,Cancelled,1,,25-34
V13230,2024-09-01,Paused,1,,25-34
V13231,2022-10-02,Cancelled,24,,55+
V13232,2023-10-02,Active,12,,25-34
V13233,2024-04-04,Active,6,,55+
V13234,2024-09-01,Active,1,,35-44
V13235,2024-04-04,Active,6,,18-24
V13236,2024-04-04,Active,6,,55+
V13237,2023-10-02,Paused,12,,18-24
V13238,2024-07-03,Active,3,,18-24
V13239,2024-07-03,Active,3,,25-34
V13240,2024-04-04,Cancelled,6,,35-44
V13241,2024-04-04,Active,6,,25-34
V13242,2023-10-02,Active,12,,45-54
V13243,2023-10-02,Active,12,,25-34
V13244,2024-07-03,Cancelled,3,SH2036,25-34
V13245,2024-04-04,Active,6,,18-24
V13246,2023-10-02,Active,12,,35-44
V13247,2024-09-01,Cancelled,1,,25-34
V13248,2024-07-03,Active,3,,25-34
V13249,2023-10-02,Active,12,,45-54
V13250,2024-09-01,Active,1,,25-34
V13251,2024-09-01,Active,1,,55+
V13252,2021-10-02,Active,36,,25-34
V13253,2024-07-03,Active,3,,18-24
V13254,2022-10-02,Active,24,,55+
V13255,2024-04-04,Cancelled,6,,18-24
V13256,2024-07-03,Active,3,,45-54
V13257,2024-07-03,Active,3,,25-34
V13258,2024-07-03,Active,3,,25-34
V13259,2024-04-04,Active,6,,35-44
V13260,2024-07-03,Cancelled,3,,45-54
V13261,2024-04-04,Active,6,,35-44
V13262,2023-10-02,Active,12,,35-44
V13263,2024-07-03,Active,3,,35-44
V13264,2023-10-02,Active,12,,35-44
V13265,2022-10-02,Active,24,,35-44
V13266,2024-09-01,Active,1,,25-34
V13267,2024-04-04,Cancelled,6,,25-34
V13268,2024-07-03,Active,3,,55+
V13269,2023-10-02,Active,12,,35-44
V13270,2023-10-02,Active,12,,18-24
V13271,2024-04-04,Active,6,,45-54
V13272,2023-10-02,Active,12,,25-34
V13273,2024-07-03,Active,3,,55+
V13274,2024-07-03,Active,3,,55+
V13275,2024-04-04,Cancelled,6,,18-24
V13276,2024-04-04,Cancelled,6,,18-24
V13277,2023-10-02,Active,12,,35-44
V13278,2024-09-01,Active,1,,35-44
V13279,2023-10-02,Paused,12,,35-44
V13280,2024-04-04,Cancelled,6,,18-24
V13281,2024-07-03,Active,3,,45-54
V13282,2024-04-04,Active,6,,25-34
V13283,2024-04-04,Active,6,,35-44
V13284,2024-04-04,Cancelled,6,SH2031,25-34
V13285,2024-04-04,Active,6,,18-24
V13286,2023-10-02,Active,12,,25-34
V13287,2022-10-02,Active,24,,25-34
V13288,2024-04-04,Active,6,,55+
V13289,2024-04-04,Active,6,,25-34
V13290,2023-10-02,Active,12,,35-44
V13291,2024-09-01,Active,1,,45-54
V13292,2024-09-01,Cancelled,1,,18-24
V13293,2024-04-04,Active,6,,25-34
V13294,2024-09-01,Active,1,,18-24
V13295,2024-07-03,Active,3,,35-44
V13296,2023-10-02,Active,12,,35-44
V13297,2024-04-04,Active,6,,25-34
V13298,2022-10-02,Active,24,,18-24
V13299,2023-10-02,Active,12,,45-54
V13300,2022-10-02,Active,24,,18-24
V13301,2024-04-04,Active,6,,25-34
V13302,2023-10-02,Active,12,,25-34
V13303,2024-09-01,Cancelled,1,,25-34
V13304,2024-04-04,Active,6,,45-54
V13305,2022-10-02,Active,24,,25-34
V13306,2023-10-02,Active,12,,25-34
V13307,2022-10-02,Active,24,,18-24
V13308,2024-09-01,Active,1,,35-44
V13309,2024-07-03,Active,3,,25-34
V13310,2023-10-02,Active,12,,55+
V13311,2024-07-03,Paused,3,,25-34
V13312,2023-10-02,Active,12,,18-24
V13313,2022-10-02,Cancelled,24,,25-34
V13314,2024-04-04,Cancelled,6,,25-34
V13315,2024-04-04,Active,6,,45-54
V13316,2024-07-03,Active,3,,35-44
V13317,2023-10-02,Active,12,,25-34
V13318,2022-10-02,Active,24,,35-44
V13319,2023-10-02,Active,12,,55+
V13320,2023-10-02,Active,12,,35-44
V13321,2023-10-02,Active,12,,45-54
V13322,2024-04-04,Active,6,,25-34
V13323,2024-09-01,Active,1,,45-54
V13324,2023-10-02,Active,12,,35-44
V13325,2022-10-02,Active,24,,45-54
V13326,2024-04-04,Cancelled,6,SH2005,35-44
V13327,2024-04-04,Cancelled,6,,35-44
V13328,2024-07-03,Active,3,,18-24
V13329,2022-10-02,Active,24,,55+
V13330,2024-09-01,Active,1,,45-54
V13331,2024-04-04,Active,6,,45-54
V13332,2024-04-04,Active,6,,45-54
V13333,2024-09-01,Cancelled,1,,18-24
V13334,2024-09-01,Active,1,,18-24
V13335,2022-10-02,Active,24,,18-24
V13336,2023-10-02,Active,12,,25-34
V13337,2024-09-01,Active,1,,18-24
V13338,2024-09-01,Active,1,,35-44
V13339,2024-04-04,Active,6,,55+
V13340,2022-10-02,Active,24,,18-24
V13341,2022-10-02,Active,24,,25-34
V13342,2024-04-04,Cancelled,6,,25-34
V13343,2023-10-02,Active,12,,45-54
V13344,2024-09-01,Active,1,,25-34
V13345,2024-04-04,Active,6,,25-34
V13346,2024-09-01,Active,1,,25-34
V13347,2023-10-02,Active,12,,35-44
V13348,2024-07-03,Active,3,,25-34
V13349,2024-07-03,Active,3,,25-34
V13350,2021-10-02,Paused,36,,25-34
V13351,2023-10-02,Active,12,,35-44
V13352,2023-10-02,Active,12,,18-24
V13353,2024-07-03,Active,3,,35-44
V13354,2024-04-04,Active,6,,25-34
V13355,2023-10-02,Active,12,,45-54
V13356,2023-10-02,Active,12,,35-44
V13357,2024-04-04,Active,6,,35-44
V13358,2021-10-02,Active,36,,18-24
V13359,2024-09-01,Paused,1,,18-24
V13360,2024-09-01,Active,1,,55+
V13361,2024-07-03,Active,3,,35-44
V13362,2024-09-01,Cancelled,1,,35-44
V13363,2022-10-02,Paused,24,,25-34
V13364,2024-07-03,Cancelled,3,,25-34
V13365,2022-10-02,Active,24,,55+
V13366,2024-04-04,Active,6,,18-24
V13367,2022-10-02,Active,24,,35-44
V13368,2022-10-02,Active,24,,25-34
V13369,2022-10-02,Active,24,,55+
V13370,2022-10-02,Active,24,,25-34
V13371,2024-07-03,Active,3,,25-34
V13372,2023-10-02,Active,12,,18-24
V13373,2024-07-03,Active,3,,35-44
V13374,2024-09-01,Active,1,,18-24
V13375,2023-10-02,Cancelled,12,,25-34
V13376,2024-04-04,Active,6,,35-44
V13377,2024-07-03,Cancelled,3,,18-24
V13378,2024-09-01,Active,1,,55+
V13379,2024-09-01,Active,1,,25-34
V13380,2024-04-04,Active,6,,18-24
V13381,2023-10-02,Active,12,,35-44
V13382,2024-07-03,Active,3,,35-44
V13383,2024-04-04,Active,6,,25-34
V13384,2024-07-03,Active,3,,25-34
V13385,2024-07-03,Active,3,,35-44
V13386,2024-04-04,Active,6,,25-34
V13387,2024-04-04,Cancelled,6,,35-44
V13388,2022-10-02,Active,24,,18-24
V13389,2023-10-02,Active,12,,35-44
V13390,2023-10-02,Cancelled,12,,25-34
V13391,2023-10-02,Cancelled,12,,45-54
V13392,2024-09-01,Active,1,,25-34
V13393,2024-09-01,Cancelled,1,SH2017,55+
V13394,2023-10-02,Active,12,,45-54
V13395,2024-07-03,Active,3,,35-44
V13396,2024-04-04,Active,6,,18-24
V13397,2024-04-04,Cancelled,6,,55+
V13398,2024-04-04,Active,6,,55+
V13399,2024-07-03,Active,3,,45-54
V13400,2023-10-02,Active,12,,35-44
V13401,2024-07-03,Active,3,,35-44
V13402,2022-10-02,Active,24,,25-34
V13403,2024-07-03,Cancelled,3,,25-34
V13404,2024-07-03,Cancelled,3,,25-34
V13405,2024-04-04,Cancelled,6,,35-44
V13406,2022-10-02,Cancelled,24,,25-34
V13407,2024-09-01,Active,1,,45-54
V13408,2024-07-03,Active,3,,25-34
V13409,2023-10-02,Active,12,,35-44
V13410,2022-10-02,Active,24,,25-34
V13411,2022-10-02,Active,24,,18-24
V13412,2024-09-01,Active,1,,18-24
V13413,2024-09-01,Active,1,,25-34
V13414,2023-10-02,Cancelled,12,SH2050,45-54
V13415,2023-10-02,Cancelled,12,SH2057,35-44
V13416,2022-10-02,Active,24,,25-34
V13417,2023-10-02,Active,12,,25-34
V13418,2024-04-04,Active,6,,18-24
V13419,2024-09-01,Active,1,,18-24
V13420,2023-10-02,Active,12,,25-34
V13421,2024-07-03,Active,3,,18-24
V13422,2024-09-01,Active,1,,55+
V13423,2024-09-01,Active,1,,18-24
V13424,2024-09-01,Active,1,,25-34
V13425,2021-10-02,Cancelled,36,,45-54
V13426,2024-04-04,Active,6,,55+
V13427,2023-10-02,Active,12,,25-34
V13428,2024-09-01,Cancelled,1,,25-34
V13429,2024-09-01,Cancelled,1,,18-24
V13430,2024-09-01,Cancelled,1,SH2049,35-44
V13431,2024-04-04,Active,6,,35-44
V13432,2023-10-02,Cancelled,12,,45-54
V13433,2023-10-02,Cancelled,12,SH2011,25-34
V13434,2024-09-01,Active,1,,45-54
V13435,2024-04-04,Active,6,,25-34
V13436,2024-04-04,Cancelled,6,SH2030,18-24
V13437,2021-10-02,Active,36,,18-24
V13438,2024-04-04,Active,6,,25-34
V13439,2023-10-02,Cancelled,12,,18-24
V13440,2024-07-03,Active,3,,25-34
V13441,2024-04-04,Active,6,,25-34
V13442,2024-09-01,Active,1,,25-34
V13443,2022-10-02,Active,24,,45-54
V13444,2024-04-04,Active,6,,25-34
V13445,2024-09-01,Active,1,,25-34
V13446,2024-07-03,Active,3,,25-34
V13447,2021-10-02,Active,36,,35-44
V13448,2024-07-03,Paused,3,,25-34
V13449,2023-10-02,Active,12,,35-44
V13450,2024-07-03,Active,3,,45-54
V13451,2021-10-02,Active,36,,45-54
V13452,2024-09-01,Cancelled,1,,35-44
V13453,2022-10-02,Cancelled,24,,25-34
V13454,2024-09-01,Cancelled,1,SH2026,35-44
V13455,2022-10-02,Active,24,,45-54
V13456,2024-04-04,Active,6,,25-34
V13457,2022-10-02,Active,24,,45-54
V13458,2024-04-04,Active,6,,35-44
V13459,2024-09-01,Active,1,,25-34
V13460,2023-10-02,Paused,12,,25-34
V13461,2022-10-02,Active,24,,25-34
V13462,2022-10-02,Cancelled,24,SH2050,45-54
V13463,2024-07-03,Paused,3,,35-44
V13464,2024-04-04,Active,6,,25-34
V13465,2023-10-02,Active,12,,45-54
V13466,2024-07-03,Active,3,,35-44
V13467,2024-04-04,Active,6,,25-34
V13468,2024-07-03,Active,3,,35-44
V13469,2024-09-01,Active,1,,25-34
V13470,2024-04-04,Active,6,,55+
V13471,2023-10-02,Active,12,,35-44
V13472,2022-10-02,Active,24,,45-54
V13473,2024-07-03,Cancelled,3,SH2055,35-44
V13474,2023-10-02,Active,12,,25-34
V13475,2022-10-02,Active,24,,25-34
V13476,2024-04-04,Active,6,,25-34
V13477,2024-04-04,Active,6,,25-34
V13478,2023-10-02,Active,12,,55+
V13479,2024-07-03,Active,3,,45-54
V13480,2024-04-04,Active,6,,18-24
V13481,2024-04-04,Active,6,,55+
V13482,2024-07-03,Cancelled,3,,35-44
V13483,2024-04-04,Cancelled,6,SH2040,45-54
V13484,2024-04-04,Active,6,,18-24
V13485,2022-10-02,Active,24,,25-34
V13486,2024-07-03,Active,3,,45-54
V13487,2023-10-02,Cancelled,12,,25-34
V13488,2024-04-04,Cancelled,6,,35-44
V13489,2024-07-03,Active,3,,35-44
V13490,2021-10-02,Active,36,,18-24
V13491,2024-09-01,Cancelled,1,SH2041,25-34
V13492,2022-10-02,Active,24,,35-44
V13493,2023-10-02,Cancelled,12,,18-24
V13494,2024-04-04,Active,6,,25-34
V13495,2024-04-04,Cancelled,6,,35-44
V13496,2024-07-03,Active,3,,45-54
V13497,2023-10-02,Active,12,,35-44
V13498,2022-10-02,Cancelled,24,,18-24
V13499,2024-04-04,Active,6,,45-54
V13500,2024-04-04,Cancelled,6,SH2043,25-34
V13501,2024-07-03,Cancelled,3,,45-54
V13502,2023-10-02,Active,12,,18-24
V13503,2022-10-02,Active,24,,55+
V13504,2024-04-04,Active,6,,25-34
V13505,2024-04-04,Active,6,,25-34
V13506,2023-10-02,Active,12,,25-34
V13507,2024-07-03,Cancelled,3,,35-44
V13508,2021-10-02,Active,36,,25-34
V13509,2022-10-02,Cancelled,24,SH2029,25-34
V13510,2024-07-03,Active,3,,25-34
V13511,2022-10-02,Cancelled,24,,45-54
V13512,2023-10-02,Active,12,,25-34
V13513,2024-09-01,Active,1,,55+
V13514,2024-07-03,Active,3,,55+
V13515,2024-09-01,Cancelled,1,SH2049,25-34
V13516,2023-10-02,Active,12,,45-54
V13517,2024-09-01,Cancelled,1,,35-44
V13518,2024-04-04,Active,6,,25-34
V13519,2024-04-04,Active,6,,25-34
V13520,2024-09-01,Active,1,,35-44
V13521,2024-09-01,Cancelled,1,,35-44
V13522,2022-10-02,Active,24,,45-54
V13523,2024-04-04,Cancelled,6,SH2038,45-54
V13524,2024-04-04,Active,6,,18-24
V13525,2022-10-02,Active,24,,35-44
V13526,2024-09-01,Active,1,,45-54
V13527,2023-10-02,Paused,12,,55+
V13528,2024-04-04,Active,6,,45-54
V13529,2021-10-02,Active,36,,45-54
V13530,2023-10-02,Active,12,,35-44
V13531,2022-10-02,Active,24,,18-24
V13532,2024-07-03,Active,3,,25-34
V13533,2022-10-02,Active,24,,25-34
V13534,2024-07-03,Active,3,,35-44
V13535,2024-07-03,Active,3,,25-34
V13536,2024-04-04,Active,6,,55+
V13537,2024-04-04,Active,6,,35-44
V13538,2024-07-03,Active,3,,25-34
V13539,2024-04-04,Cancelled,6,SH2038,55+
V13540,2024-07-03,Active,3,,25-34
V13541,2021-10-02,Active,36,,25-34
V13542,2021-10-02,Active,36,,35-44
V13543,2024-07-03,Active,3,,35-44
V13544,2024-09-01,Active,1,,25-34
V13545,2024-09-01,Active,1,,35-44
V13546,2024-04-04,Active,6,,35-44
V13547,2024-09-01,Active,1,,45-54
V13548,2024-07-03,Cancelled,3,SH2051,45-54
V13549,2024-04-04,Active,6,,25-34
V13550,2023-10-02,Active,12,,18-24
V13551,2023-10-02,Active,12,,25-34
V13552,2024-04-04,Active,6,,35-44
V13553,2023-10-02,Active,12,,35-44
V13554,2024-07-03,Active,3,,25-34
V13555,2024-07-03,Paused,3,,45-54
V13556,2024-07-03,Active,3,,18-24
V13557,2024-07-03,Active,3,,35-44
V13558,2022-10-02,Active,24,,25-34
V13559,2024-04-04,Active,6,,45-54
V13560,2022-10-02,Cancelled,24,,35-44
V13561,2024-09-01,Active,1,,25-34
V13562,2024-04-04,Active,6,,25-34
V13563,2024-09-01,Active,1,,18-24
V13564,2024-09-01,Active,1,,25-34
V13565,2024-07-03,Paused,3,,25-34
V13566,2024-09-01,Active,1,,45-54
V13567,2023-10-02,Active,12,,35-44
V13568,2023-10-02,Active,12,,35-44
V13569,2022-10-02,Cancelled,24,,35-44
V13570,2023-10-02,Cancelled,12,,18-24
V13571,2024-07-03,Active,3,,45-54
V13572,2024-07-03,Active,3,,18-24
V13573,2024-04-04,Active,6,,25-34
V13574,2024-04-04,Paused,6,,55+
V13575,2024-09-01,Active,1,,18-24
V13576,2024-09-01,Active,1,,55+
V13577,2022-10-02,Active,24,,25-34
V13578,2024-07-03,Active,3,,35-44
V13579,2024-07-03,Cancelled,3,,25-34
V13580,2023-10-02,Active,12,,45-54
V13581,2022-10-02,Active,24,,25-34
V13582,2022-10-02,Active,24,,18-24
V13583,2024-04-04,Cancelled,6,,45-54
V13584,2024-04-04,Active,6,,35-44
V13585,2023-10-02,Active,12,,25-34
V13586,2024-09-01,Active,1,,45-54
V13587,2023-10-02,Paused,12,,18-24
V13588,2022-10-02,Cancelled,24,,25-34
V13589,2024-07-03,Cancelled,3,,45-54
V13590,2024-04-04,Active,6,,35-44
V13591,2024-04-04,Cancelled,6,,45-54
V13592,2024-09-01,Cancelled,1,,55+
V13593,2024-09-01,Active,1,,18-24
V13594,2023-10-02,Active,12,,55+
V13595,2024-04-04,Active,6,,35-44
V13596,2022-10-02,Cancelled,24,,45-54
V13597,2023-10-02,Cancelled,12,SH2012,25-34
V13598,2024-04-04,Active,6,,45-54
V13599,2021-10-02,Paused,36,,25-34
V13600,2023-10-02,Active,12,,25-34
V13601,2024-04-04,Active,6,,45-54
V13602,2024-07-03,Active,3,,25-34
V13603,2024-04-04,Cancelled,6,,35-44
V13604,2024-04-04,Active,6,,25-34
V13605,2021-10-02,Paused,36,,35-44
V13606,2024-07-03,Active,3,,25-34
V13607,2022-10-02,Active,24,,45-54
V13608,2023-10-02,Active,12,,18-24
V13609,2024-09-01,Active,1,,25-34
V13610,2023-10-02,Active,12,,25-34
V13611,2024-07-03,Active,3,,35-44
V13612,2024-04-04,Active,6,,45-54
V13613,2024-04-04,Active,6,,35-44
V13614,2022-10-02,Active,24,,25-34
V13615,2024-04-04,Cancelled,6,,35-44
V13616,2022-10-02,Cancelled,24,SH2052,25-34
V13617,2023-10-02,Active,12,,25-34
V13618,2024-09-01,Active,1,,18-24
V13619,2024-07-03,Active,3,,18-24
V13620,2024-09-01,Cancelled,1,,45-54
V13621,2024-09-01,Active,1,,25-34
V13622,2024-09-01,Active,1,,18-24
V13623,2024-04-04,Cancelled,6,,45-54
V13624,2024-04-04,Active,6,,25-34
V13625,2024-07-03,Active,3,,45-54
V13626,2024-04-04,Cancelled,6,,25-34
V13627,2024-09-01,Active,1,,45-54
V13628,2023-10-02,Active,12,,18-24
V13629,2024-04-04,Active,6,,25-34
V13630,2021-10-02,Active,36,,25-34
V13631,2024-09-01,Active,1,,35-44
V13632,2022-10-02,Active,24,,25-34
V13633,2024-09-01,Paused,1,,55+
V13634,2024-04-04,Active,6,,35-44
V13635,2022-10-02,Active,24,,35-44
V13636,2024-09-01,Active,1,,18-24
V13637,2022-10-02,Active,24,,45-54
V13638,2024-09-01,Cancelled,1,SH2047,45-54
V13639,2024-07-03,Active,3,,18-24
V13640,2022-10-02,Active,24,,18-24
V13641,2024-04-04,Active,6,,45-54
V13642,2021-10-02,Active,36,,18-24
V13643,2023-10-02,Active,12,,25-34
V13644,2024-07-03,Active,3,,25-34
V13645,2023-10-02,Active,12,,45-54
V13646,2024-04-04,Active,6,,45-54
V13647,2024-04-04,Active,6,,35-44
V13648,2024-04-04,Cancelled,6,,25-34
V13649,2024-09-01,Active,1,,55+
V13650,2022-10-02,Active,24,,25-34
V13651,2024-07-03,Active,3,,45-54
V13652,2023-10-02,Active,12,,45-54
V13653,2024-04-04,Active,6,,35-44
V13654,2021-10-02,Cancelled,36,,35-44
V13655,2022-10-02,Active,24,,25-34
V13656,2021-10-02,Cancelled,36,,25-34
V13657,2024-04-04,Active,6,,55+
V13658,2024-04-04,Cancelled,6,,25-34
V13659,2024-09-01,Cancelled,1,,35-44
V13660,2024-09-01,Active,1,,18-24
V13661,2024-07-03,Active,3,,35-44
V13662,2023-10-02,Active,12,,25-34
V13663,2024-07-03,Active,3,,45-54
V13664,2023-10-02,Active,12,,25-34
V13665,2022-10-02,Active,24,,35-44
V13666,2024-04-04,Active,6,,55+
V13667,2023-10-02,Active,12,,45-54
V13668,2023-10-02,Active,12,,25-34
V13669,2024-07-03,Active,3,,35-44
V13670,2024-07-03,Cancelled,3,SH2055,55+
V13671,2023-10-02,Active,12,,45-54
V13672,2022-10-02,Active,24,,45-54
V13673,2024-07-03,Active,3,,35-44
V13674,2024-07-03,Active,3,,35-44
V13675,2024-07-03,Cancelled,3,,35-44
V13676,2024-07-03,Cancelled,3,SH2027,45-54
V13677,2023-10-02,Active,12,,45-54
V13678,2023-10-02,Paused,12,,35-44
V13679,2024-07-03,Active,3,,35-44
V13680,2024-09-01,Active,1,,18-24
V13681,2024-07-03,Active,3,,25-34
V13682,2024-09-01,Active,1,,35-44
V13683,2024-07-03,Active,3,,18-24
V13684,2024-04-04,Active,6,,25-34
V13685,2023-10-02,Active,12,,25-34
V13686,2024-07-03,Active,3,,45-54
V13687,2023-10-02,Active,12,,25-34
V13688,2024-04-04,Cancelled,6,,18-24
V13689,2023-10-02,Active,12,,18-24
V13690,2023-10-02,Active,12,,18-24
V13691,2024-07-03,Cancelled,3,,35-44
V13692,2024-09-01,Active,1,,35-44
V13693,2023-10-02,Active,12,,25-34
V13694,2024-04-04,Active,6,,55+
V13695,2024-04-04,Active,6,,25-34
V13696,2022-10-02,Active,24,,25-34
V13697,2023-10-02,Active,12,,45-54
V13698,2024-09-01,Cancelled,1,SH2044,18-24
V13699,2022-10-02,Cancelled,24,,45-54
V13700,2024-07-03,Active,3,,35-44
V13701,2022-10-02,Active,24,,18-24
V13702,2024-09-01,Active,1,,35-44
V13703,2024-07-03,Active,3,,25-34
V13704,2024-09-01,Active,1,,25-34
V13705,2024-04-04,Active,6,,25-34
V13706,2022-10-02,Active,24,,25-34
V13707,2024-07-03,Active,3,,18-24
V13708,2024-09-01,Active,1,,35-44
V13709,2024-04-04,Cancelled,6,,18-24
V13710,2024-09-01,Active,1,,18-24
V13711,2022-10-02,Active,24,,18-24
V13712,2023-10-02,Active,12,,45-54
V13713,2023-10-02,Active,12,,25-34
V13714,2024-09-01,Active,1,,25-34
V13715,2024-04-04,Paused,6,,25-34
V13716,2021-10-02,Active,36,,25-34
V13717,2024-04-04,Active,6,,25-34
V13718,2024-09-01,Active,1,,45-54
V13719,2023-10-02,Active,12,,25-34
V13720,2022-10-02,Paused,24,,18-24
V13721,2024-09-01,Cancelled,1,,45-54
V13722,2022-10-02,Active,24,,25-34
V13723,2023-10-02,Active,12,,55+
V13724,2024-07-03,Active,3,,45-54
V13725,2024-07-03,Active,3,,45-54
V13726,2024-04-04,Active,6,,45-54
V13727,2024-07-03,Paused,3,,35-44
V13728,2024-04-04,Active,6,,55+
V13729,2024-07-03,Active,3,,25-34
V13730,2024-07-03,Active,3,,55+
V13731,2022-10-02,Active,24,,25-34
V13732,2023-10-02,Active,12,,45-54
V13733,2022-10-02,Cancelled,24,,25-34
V13734,2024-09-01,Active,1,,25-34
V13735,2022-10-02,Cancelled,24,,55+
V13736,2024-09-01,Active,1,,18-24
V13737,2024-07-03,Active,3,,35-44
V13738,2023-10-02,Active,12,,18-24
V13739,2024-09-01,Active,1,,25-34
V13740,2023-10-02,Cancelled,12,,25-34
V13741,2024-07-03,Paused,3,,25-34
V13742,2022-10-02,Cancelled,24,SH2032,45-54
V13743,2024-07-03,Cancelled,3,SH2054,18-24
V13744,2022-10-02,Active,24,,35-44
V13745,2021-10-02,Active,36,,25-34
V13746,2024-04-04,Cancelled,6,,25-34
V13747,2024-04-04,Active,6,,25-34
V13748,2024-09-01,Active,1,,18-24
V13749,2022-10-02,Active,24,,45-54
V13750,2021-10-02,Cancelled,36,,55+
V13751,2024-07-03,Cancelled,3,,45-54
V13752,2023-10-02,Active,12,,18-24
V13753,2023-10-02,Active,12,,25-34
V13754,2024-04-04,Active,6,,18-24
V13755,2022-10-02,Cancelled,24,,35-44
V13756,2021-10-02,Active,36,,35-44
V13757,2024-09-01,Active,1,,35-44
V13758,2023-10-02,Active,12,,25-34
V13759,2024-04-04,Active,6,,35-44
V13760,2024-07-03,Active,3,,25-34
V13761,2024-07-03,Active,3,,35-44
V13762,2024-09-01,Active,1,,35-44
V13763,2024-07-03,Active,3,,25-34
V13764,2024-07-03,Active,3,,45-54
V13765,2023-10-02,Active,12,,35-44
V13766,2023-10-02,Cancelled,12,SH2037,35-44
V13767,2022-10-02,Active,24,,35-44
V13768,2024-07-03,Active,3,,55+
V13769,2024-09-01,Cancelled,1,SH2047,35-44
V13770,2024-04-04,Active,6,,55+
V13771,2024-07-03,Active,3,,18-24
V13772,2024-04-04,Active,6,,35-44
V13773,2024-07-03,Active,3,,45-54
V13774,2024-09-01,Active,1,,25-34
V13775,2023-10-02,Active,12,,35-44
V13776,2023-10-02,Active,12,,25-34
V13777,2024-09-01,Active,1,,45-54
V13778,2021-10-02,Cancelled,36,,45-54
V13779,2023-10-02,Active,12,,35-44
V13780,2024-07-03,Active,3,,45-54
V13781,2024-04-04,Active,6,,25-34
V13782,2022-10-02,Active,24,,35-44
V13783,2024-04-04,Active,6,,18-24
V13784,2024-04-04,Cancelled,6,,25-34
V13785,2024-09-01,Active,1,,18-24
V13786,2024-04-04,Active,6,,45-54
V13787,2024-04-04,Active,6,,35-44
V13788,2023-10-02,Active,12,,35-44
V13789,2022-10-02,Active,24,,35-44
V13790,2022-10-02,Active,24,,35-44
V13791,2024-07-03,Active,3,,35-44
V13792,2023-10-02,Cancelled,12,,25-34
V13793,2024-07-03,Active,3,,25-34
V13794,2024-04-04,Active,6,,25-34
V13795,2024-04-04,Paused,6,,45-54
V13796,2024-09-01,Cancelled,1,,35-44
V13797,2024-07-03,Active,3,,45-54
V13798,2024-07-03,Cancelled,3,,45-54
V13799,2024-07-03,Active,3,,25-34
V13800,2021-10-02,Active,36,,35-44
V13801,2024-04-04,Active,6,,25-34
V13802,2024-04-04,Cancelled,6,,18-24
V13803,2023-10-02,Active,12,,35-44
V13804,2024-07-03,Active,3,,45-54
V13805,2024-07-03,Active,3,,18-24
V13806,2023-10-02,Active,12,,35-44
V13807,2024-09-01,Paused,1,,25-34
V13808,2023-10-02,Active,12,,45-54
V13809,2024-07-03,Cancelled,3,,25-34
V13810,2023-10-02,Cancelled,12,,35-44
V13811,2024-07-03,Cancelled,3,,18-24
V13812,2024-04-04,Active,6,,25-34
V13813,2024-04-04,Active,6,,25-34
V13814,2024-09-01,Active,1,,18-24
V13815,2024-07-03,Active,3,,25-34
V13816,2022-10-02,Cancelled,24,,18-24
V13817,2023-10-02,Active,12,,35-44
V13818,2024-07-03,Active,3,,25-34
V13819,2024-09-01,Active,1,,25-34
V13820,2024-07-03,Active,3,,45-54
V13821,2022-10-02,Active,24,,25-34
V13822,2024-04-04,Active,6,,18-24
V13823,2024-04-04,Active,6,,35-44
V13824,2022-10-02,Cancelled,24,SH2029,25-34
V13825,2024-07-03,Active,3,,55+
V13826,2023-10-02,Active,12,,18-24
V13827,2024-07-03,Active,3,,35-44
V13828,2022-10-02,Cancelled,24,,25-34
V13829,2024-07-03,Active,3,,55+
V13830,2024-04-04,Active,6,,25-34
V13831,2024-09-01,Active,1,,35-44
V13832,2023-10-02,Active,12,,35-44
V13833,2022-10-02,Active,24,,35-44
V13834,2024-04-04,Active,6,,45-54
V13835,2021-10-02,Active,36,,25-34
V13836,2024-07-03,Active,3,,35-44
V13837,2022-10-02,Active,24,,25-34
V13838,2024-07-03,Active,3,,25-34
V13839,2024-07-03,Active,3,,18-24
V13840,2024-04-04,Cancelled,6,,25-34
V13841,2023-10-02,Active,12,,25-34
V13842,2024-07-03,Cancelled,3,,45-54
V13843,2024-09-01,Active,1,,18-24
V13844,2024-04-04,Active,6,,25-34
